chr	start	end	strand	manual_assessment	previously_annotated	recount3_score	intropolis_score	repeat_overlap	antisense_overlap	intron_length	prediction_recount3	prediction_intropolis
15	30103564	30103763	1	Yes	no	56	0	Tandem_repeats	no	200	REJECTED	REJECTED
14	105669845	105671846	-1	Yes	no	56	0	No_overlap	no	2002	ACCEPTED	REJECTED
12	114120598	114122449	1	Yes	no	56	0	No_overlap	no	1852	ACCEPTED	REJECTED
10	47092107	47095715	-1	Yes	no	56	0	Type_I_Transposons/LINE	no	3609	ACCEPTED	REJECTED
7	64308078	64315973	-1	No	no	56	0	No_overlap	yes	7896	REJECTED	REJECTED
6	36119817	36179616	-1	Yes	no	56	20	Type_I_Transposons/SINE,Type_II_Transposons	no	59800	REJECTED	REJECTED
1	119162790	119223274	-1	Yes	no	56	0	Type_I_Transposons/SINE	no	60485	REJECTED	REJECTED
11	82813453	82816763	1	Yes	no	56	3	Type_I_Transposons/SINE	no	3311	REJECTED	REJECTED
19	11674022	11682545	1	Yes	no	56	0	No_overlap	no	8524	ACCEPTED	REJECTED
13	44718783	44727696	1	Yes	no	57	0	Type_I_Transposons/LINE,LTRs	no	8914	ACCEPTED	REJECTED
Y	6450608	6452914	1	Yes	yes	57	0	No_overlap	no	2307	ACCEPTED	REJECTED
9	90508942	90522426	-1	Yes	no	57	0	Type_I_Transposons/SINE	no	13485	REJECTED	REJECTED
1	225691812	225691932	-1	Yes	no	57	17	No_overlap	no	121	ACCEPTED	ACCEPTED
11	29302669	29378329	-1	Yes	no	57	0	No_overlap	no	75661	ACCEPTED	REJECTED
X	74069585	74118067	-1	Yes	no	57	3	Type_I_Transposons/LINE	no	48483	ACCEPTED	ACCEPTED
2	174729825	174745118	1	Yes	no	57	2	LTRs	no	15294	ACCEPTED	ACCEPTED
3	148083096	148095342	-1	Yes	no	57	16	Type_I_Transposons/SINE	no	12247	REJECTED	REJECTED
2	125670624	125696126	1	Yes	no	57	0	No_overlap	no	25503	ACCEPTED	REJECTED
17	48011247	48012092	1	Yes	no	57	0	No_overlap	no	846	ACCEPTED	REJECTED
16	21431887	21432778	1	Yes	no	58	0	Type_I_Transposons/SINE	no	892	REJECTED	REJECTED
13	111900084	111909059	1	Yes	no	58	0	No_overlap	no	8976	ACCEPTED	REJECTED
17	13777350	13872896	-1	Yes	no	58	0	No_overlap	no	95547	ACCEPTED	REJECTED
14	39636177	39642712	1	Yes	no	58	0	Type_I_Transposons/LINE,LTRs	no	6536	ACCEPTED	REJECTED
15	62945196	62948689	-1	Yes	no	58	6	No_overlap	no	3494	ACCEPTED	ACCEPTED
4	55686954	55725544	1	Yes	no	58	2	No_overlap	no	38591	ACCEPTED	ACCEPTED
8	6316312	6407081	-1	Yes	no	58	10	No_overlap	no	90770	ACCEPTED	ACCEPTED
8	101341855	101367622	1	Yes	no	58	0	No_overlap	no	25768	ACCEPTED	REJECTED
19	31167590	31195586	1	Yes	no	58	0	Type_I_Transposons/LINE	no	27997	ACCEPTED	REJECTED
16	52591068	52591549	-1	Yes	no	58	0	LTRs	no	482	ACCEPTED	REJECTED
9	819211	824140	-1	Yes	no	59	0	Type_I_Transposons/SINE	no	4930	REJECTED	REJECTED
16	54847420	54853342	1	Yes	no	59	0	No_overlap	yes	5923	REJECTED	REJECTED
Y	19562802	19566981	-1	Yes	no	59	0	No_overlap	no	4180	ACCEPTED	REJECTED
13	44400956	44402232	-1	Yes	no	59	2	Type_II_Transposons,Type_I_Transposons/LINE	no	1277	ACCEPTED	ACCEPTED
18	14323955	14338697	1	Yes	no	59	0	No_overlap	no	14743	ACCEPTED	REJECTED
9	87351279	87393783	-1	Yes	no	59	7	Type_I_Transposons/SINE	no	42505	REJECTED	REJECTED
21	26967635	26968126	1	Yes	no	59	0	No_overlap	no	492	ACCEPTED	REJECTED
13	52779648	52821048	1	Yes	no	59	4	Type_I_Transposons/SINE	no	41401	REJECTED	REJECTED
3	15116729	15128001	1	Yes	no	59	0	Type_I_Transposons/SINE,LTRs	no	11273	REJECTED	REJECTED
X	131214248	131215491	-1	Yes	no	59	5	No_overlap	no	1244	ACCEPTED	ACCEPTED
3	98775908	98777234	-1	Yes	no	60	2	LTRs	no	1327	ACCEPTED	ACCEPTED
5	92353589	92373775	1	Yes	no	60	5	No_overlap	no	20187	ACCEPTED	ACCEPTED
1	149636694	149660853	1	Yes	yes	60	0	No_overlap	no	24160	REJECTED	REJECTED
1	180537442	180541078	-1	Yes	no	60	0	Type_I_Transposons/LINE	no	3637	ACCEPTED	REJECTED
1	163845605	163845983	1	Yes	no	60	2	No_overlap	no	379	ACCEPTED	ACCEPTED
2	138601810	138602268	1	Yes	no	60	0	LTRs	yes	459	REJECTED	REJECTED
6	106749789	106787892	-1	Yes	no	60	0	No_overlap	no	38104	ACCEPTED	REJECTED
11	111119207	111119853	-1	Yes	no	60	0	Type_I_Transposons/SINE	no	647	REJECTED	REJECTED
2	118222248	118223779	-1	Yes	no	60	0	No_overlap	no	1532	ACCEPTED	REJECTED
1	44212420	44212936	-1	Yes	no	60	8	No_overlap	no	517	ACCEPTED	ACCEPTED
8	6841764	6885121	1	Yes	no	61	0	Type_I_Transposons/LINE	no	43358	ACCEPTED	REJECTED
5	142065780	142066341	1	Yes	no	61	0	Type_I_Transposons/LINE	no	562	ACCEPTED	REJECTED
2	189421527	189441022	-1	Yes	no	61	0	Type_I_Transposons/LINE	no	19496	ACCEPTED	REJECTED
1	26852640	26865042	-1	Yes	no	61	0	No_overlap	no	12403	ACCEPTED	REJECTED
10	73647678	73668199	1	Yes	no	61	6	No_overlap	yes	20522	REJECTED	REJECTED
7	55713251	55723043	-1	Yes	no	61	0	No_overlap	no	9793	ACCEPTED	REJECTED
11	13847252	13847706	1	Yes	no	61	6	Type_I_Transposons/SINE	no	455	REJECTED	REJECTED
6	33571579	33575350	1	Yes	no	61	0	No_overlap	no	3772	REJECTED	REJECTED
9	34838723	34839359	1	Yes	no	61	0	No_overlap	no	637	ACCEPTED	REJECTED
X	4369461	4391243	1	Yes	no	61	5	No_overlap	no	21783	ACCEPTED	ACCEPTED
6	26288488	26295725	-1	Yes	no	62	3	LTRs	no	7238	ACCEPTED	ACCEPTED
6	71421102	71475546	1	Yes	no	62	3	No_overlap	no	54445	ACCEPTED	ACCEPTED
4	117834703	117861161	1	Yes	no	62	0	LTRs	no	26459	ACCEPTED	REJECTED
6	750756	759865	1	Yes	no	62	0	Type_I_Transposons/SINE,LTRs	no	9110	REJECTED	REJECTED
18	70412304	70429857	-1	Yes	no	62	0	No_overlap	yes	17554	REJECTED	REJECTED
14	103299809	103305044	-1	Yes	no	62	0	Type_II_Transposons,Type_I_Transposons/SINE	no	5236	REJECTED	REJECTED
2	132312996	132313783	1	Yes	no	62	0	LTRs	no	788	ACCEPTED	REJECTED
16	33563119	33563540	-1	Yes	no	62	0	Type_I_Transposons/SINE	no	422	REJECTED	REJECTED
18	6462441	6462484	1	No	no	62	0	No_overlap	yes	44	REJECTED	REJECTED
16	56093519	56111792	-1	Yes	no	62	6	LTRs	no	18274	ACCEPTED	ACCEPTED
6	167825532	167826417	-1	Yes	no	63	4	Tandem_repeats	no	886	REJECTED	REJECTED
13	18872752	18874561	-1	Yes	no	63	0	No_overlap	no	1810	ACCEPTED	REJECTED
22	22307022	22309497	1	Yes	no	63	0	No_overlap	no	2476	ACCEPTED	REJECTED
8	92678939	92680605	-1	Yes	no	63	0	Type_I_Transposons/SINE,LTRs	yes	1667	REJECTED	REJECTED
13	40045059	40064109	1	Yes	no	63	0	LTRs	no	19051	ACCEPTED	REJECTED
3	6803617	6805388	-1	Yes	no	63	2	LTRs	no	1772	ACCEPTED	ACCEPTED
21	33196661	33226188	-1	Yes	no	63	0	LTRs	no	29528	ACCEPTED	REJECTED
2	106041567	106056126	1	Yes	no	63	0	LTRs	no	14560	ACCEPTED	REJECTED
22	24657744	24658835	-1	Yes	no	63	0	No_overlap	no	1092	ACCEPTED	REJECTED
3	166924071	166925605	-1	Yes	no	63	0	LTRs	no	1535	ACCEPTED	REJECTED
15	82372336	82372474	-1	No	no	64	0	No_overlap	no	139	REJECTED	REJECTED
3	137477342	137534345	-1	Yes	no	64	0	Type_I_Transposons/SINE	no	57004	REJECTED	REJECTED
20	49278721	49279103	1	No	no	64	4	No_overlap	no	383	ACCEPTED	ACCEPTED
1	50295607	50317120	-1	Yes	no	64	0	No_overlap	no	21514	ACCEPTED	REJECTED
7	75348843	75351835	-1	Yes	no	64	0	LTRs	no	2993	ACCEPTED	REJECTED
10	22776694	22806610	-1	Yes	no	64	3	No_overlap	no	29917	ACCEPTED	ACCEPTED
13	60352165	60397922	-1	Yes	no	64	2	No_overlap	yes	45758	REJECTED	REJECTED
14	20971759	20990213	-1	Yes	no	64	0	No_overlap	yes	18455	REJECTED	REJECTED
14	98067385	98116523	1	Yes	no	64	0	No_overlap	no	49139	ACCEPTED	REJECTED
6	167825503	167826417	-1	Yes	no	64	15	Tandem_repeats	no	915	REJECTED	REJECTED
12	32898384	32979794	1	Yes	no	65	3	No_overlap	no	81411	ACCEPTED	ACCEPTED
13	63728367	63735126	1	Yes	no	65	0	Type_I_Transposons/SINE	no	6760	REJECTED	REJECTED
1	156021084	156032665	1	Yes	no	65	0	No_overlap	no	11582	ACCEPTED	REJECTED
3	34209328	34212204	1	Yes	no	65	0	Type_I_Transposons/LINE,LTRs	no	2877	ACCEPTED	REJECTED
7	74905828	74920438	1	Yes	no	65	0	LTRs	no	14611	ACCEPTED	REJECTED
13	36792727	36794786	1	Yes	no	65	4	Type_II_Transposons	no	2060	ACCEPTED	ACCEPTED
6	113374791	113433336	-1	Yes	no	65	7	No_overlap	no	58546	ACCEPTED	ACCEPTED
X	76985144	76999338	-1	Yes	no	65	2	Type_I_Transposons/LINE	no	14195	ACCEPTED	ACCEPTED
21	38746417	38752206	-1	Yes	no	65	0	Type_I_Transposons/SINE	no	5790	REJECTED	REJECTED
6	126096711	126098173	-1	Yes	no	65	5	Type_I_Transposons/LINE	no	1463	ACCEPTED	ACCEPTED
1	168422205	168495587	-1	Yes	no	66	6	No_overlap	no	73383	ACCEPTED	ACCEPTED
4	181254531	181264944	-1	Yes	no	66	0	Type_II_Transposons	no	10414	ACCEPTED	REJECTED
16	26401033	26441040	-1	Yes	no	66	0	Type_I_Transposons/SINE	no	40008	REJECTED	REJECTED
2	139351111	139365443	-1	Yes	no	66	3	No_overlap	no	14333	ACCEPTED	ACCEPTED
7	73013278	73030203	1	Yes	no	66	0	Type_I_Transposons/SINE	no	16926	REJECTED	REJECTED
12	104265404	104265613	-1	No	no	66	0	No_overlap	yes	210	REJECTED	REJECTED
5	137859215	137888828	-1	Yes	no	66	13	No_overlap	yes	29614	REJECTED	REJECTED
X	1662272	1664168	1	Yes	no	66	0	Type_I_Transposons/SINE	no	1897	REJECTED	REJECTED
3	72036966	72047495	1	Yes	no	66	0	No_overlap	yes	10530	REJECTED	REJECTED
16	1286780	1299304	-1	Yes	no	66	12	No_overlap	no	12525	ACCEPTED	ACCEPTED
12	103165453	103178128	-1	Yes	no	67	0	No_overlap	no	12676	ACCEPTED	REJECTED
17	44987891	44988490	-1	Yes	no	67	0	No_overlap	no	600	ACCEPTED	REJECTED
2	160986135	161061965	1	Yes	no	67	0	No_overlap	no	75831	ACCEPTED	REJECTED
20	18268842	18270705	1	Yes	no	67	0	No_overlap	yes	1864	REJECTED	REJECTED
X	150128762	150183945	1	Yes	no	67	0	Type_I_Transposons/LINE,LTRs	no	55184	ACCEPTED	REJECTED
12	28600636	28697831	-1	Yes	no	67	0	Type_II_Transposons,Type_I_Transposons/LINE	no	97196	ACCEPTED	REJECTED
17	20533107	20557146	1	No	no	67	2	Unknown,Tandem_repeats	no	24040	REJECTED	REJECTED
14	56797722	56798985	1	Yes	no	67	3	No_overlap	no	1264	ACCEPTED	ACCEPTED
17	19471275	19477318	-1	Yes	no	67	2	Type_I_Transposons/LINE	no	6044	ACCEPTED	ACCEPTED
13	110094948	110100662	1	Yes	no	67	0	Type_I_Transposons/LINE	no	5715	ACCEPTED	REJECTED
18	6462543	6462863	1	No	no	68	7	No_overlap	yes	321	REJECTED	REJECTED
14	58792131	58796319	-1	Yes	no	68	0	No_overlap	no	4189	ACCEPTED	REJECTED
4	138411357	138431125	1	Yes	no	68	0	Type_I_Transposons/SINE	no	19769	REJECTED	REJECTED
15	46758693	46804640	1	Yes	no	68	0	Type_I_Transposons/LINE	no	45948	ACCEPTED	REJECTED
18	75124815	75125766	-1	Yes	no	68	0	No_overlap	no	952	ACCEPTED	REJECTED
3	59706919	59736218	1	Yes	no	68	0	No_overlap	no	29300	ACCEPTED	REJECTED
16	76108376	76147559	-1	Yes	no	68	0	No_overlap	no	39184	ACCEPTED	REJECTED
4	37806817	37827372	-1	Yes	no	68	0	No_overlap	no	20556	ACCEPTED	REJECTED
2	105611546	105635444	1	Yes	no	68	0	No_overlap	no	23899	ACCEPTED	REJECTED
10	87192846	87194998	-1	Yes	no	68	3	Type_I_Transposons/SINE	no	2153	REJECTED	REJECTED
12	32927434	32932835	1	Yes	no	69	5	LTRs	no	5402	ACCEPTED	ACCEPTED
1	213492576	213516711	1	Yes	no	69	2	Type_I_Transposons/LINE	no	24136	ACCEPTED	ACCEPTED
2	21043554	21044917	1	Yes	no	69	0	No_overlap	yes	1364	REJECTED	REJECTED
2	38431439	38447222	1	Yes	no	69	0	No_overlap	no	15784	ACCEPTED	REJECTED
X	154653836	154654754	1	Yes	no	69	71	LTRs	no	919	REJECTED	REJECTED
2	241966048	241971679	1	Yes	no	69	0	LTRs	no	5632	ACCEPTED	REJECTED
10	3490121	3490801	1	Yes	no	69	0	LTRs	yes	681	REJECTED	REJECTED
12	130321550	130333629	-1	Yes	no	69	4	Type_I_Transposons/SINE	no	12080	REJECTED	REJECTED
7	87325445	87341040	-1	Yes	no	69	0	LTRs	no	15596	ACCEPTED	REJECTED
7	109331070	109333401	-1	Yes	no	69	0	No_overlap	no	2332	ACCEPTED	REJECTED
6	32185446	32189887	1	Yes	no	70	22	No_overlap	yes	4442	REJECTED	REJECTED
21	42031525	42045570	1	Yes	no	70	0	Type_I_Transposons/SINE	no	14046	REJECTED	REJECTED
8	8203808	8220043	-1	Yes	no	70	0	LTRs	no	16236	ACCEPTED	REJECTED
1	8028584	8029226	1	Yes	no	70	5	No_overlap	no	643	ACCEPTED	ACCEPTED
11	1995688	1997721	1	Yes	no	70	20	No_overlap	yes	2034	REJECTED	REJECTED
6	154047315	154059149	-1	Yes	no	70	0	LTRs	no	11835	ACCEPTED	REJECTED
16	61055625	61055754	-1	No	no	70	0	No_overlap	no	130	ACCEPTED	REJECTED
7	133034576	133035760	1	No	no	70	0	No_overlap	yes	1185	REJECTED	REJECTED
10	29277602	29278147	-1	Yes	no	70	0	No_overlap	no	546	ACCEPTED	REJECTED
7	65763018	65765878	-1	Yes	no	70	0	Type_I_Transposons/SINE	no	2861	REJECTED	REJECTED
17	30600452	30607551	1	Yes	no	71	4	No_overlap	no	7100	ACCEPTED	ACCEPTED
14	57075219	57112471	-1	Yes	no	71	0	Type_II_Transposons,Type_I_Transposons/LINE	no	37253	ACCEPTED	REJECTED
10	87203983	87213673	1	Yes	no	71	0	No_overlap	no	9691	ACCEPTED	REJECTED
2	23323319	23324339	-1	Yes	no	71	10	No_overlap	no	1021	ACCEPTED	ACCEPTED
10	78519700	78524410	1	Yes	no	71	5	No_overlap	no	4711	ACCEPTED	ACCEPTED
7	47611014	47623111	1	Yes	no	71	0	No_overlap	no	12098	ACCEPTED	REJECTED
13	36789554	36790338	1	Yes	no	71	0	LTRs	no	785	ACCEPTED	REJECTED
11	44319496	44322191	1	Yes	no	71	0	Type_I_Transposons/SINE	no	2696	REJECTED	REJECTED
16	35327550	35328261	1	Yes	no	71	0	LTRs	no	712	ACCEPTED	REJECTED
6	41895750	41895893	1	Yes	no	71	0	No_overlap	no	144	ACCEPTED	REJECTED
19	57663519	57664780	-1	Yes	no	72	0	Type_I_Transposons/SINE	yes	1262	REJECTED	REJECTED
18	67580929	67582670	-1	Yes	no	72	0	LTRs	no	1742	ACCEPTED	REJECTED
10	84948263	85002161	1	Yes	no	72	11	No_overlap	no	53899	ACCEPTED	ACCEPTED
10	8052736	8056765	-1	Yes	no	72	4	No_overlap	no	4030	ACCEPTED	ACCEPTED
2	26815696	26815911	1	Yes	no	72	20	No_overlap	no	216	ACCEPTED	ACCEPTED
14	89629137	89656333	-1	Yes	no	72	0	LTRs	no	27197	ACCEPTED	REJECTED
2	184808903	184840264	-1	Yes	no	72	0	Type_I_Transposons/SINE	no	31362	REJECTED	REJECTED
9	33798553	33799782	-1	Yes	no	72	0	No_overlap	yes	1230	REJECTED	REJECTED
22	29423189	29478009	-1	Yes	no	72	13	No_overlap	no	54821	ACCEPTED	ACCEPTED
3	21085432	21171500	1	Yes	no	72	11	LTRs	no	86069	ACCEPTED	ACCEPTED
19	34919220	34923541	-1	Yes	no	73	3	LTRs	no	4322	ACCEPTED	ACCEPTED
10	29783907	29813113	1	Yes	no	73	0	No_overlap	no	29207	ACCEPTED	REJECTED
10	96750497	96750716	-1	No	no	73	0	No_overlap	yes	220	REJECTED	REJECTED
7	159014085	159020484	1	Yes	no	73	0	Type_I_Transposons/LINE,Tandem_repeats	no	6400	REJECTED	REJECTED
6	21457702	21459631	1	Yes	no	73	0	LTRs	no	1930	ACCEPTED	REJECTED
10	1997955	2013296	-1	Yes	no	73	4	No_overlap	no	15342	ACCEPTED	ACCEPTED
6	30720532	30724134	-1	No	no	73	0	No_overlap	yes	3603	REJECTED	REJECTED
3	154996044	154996352	-1	Yes	no	73	0	LTRs	no	309	ACCEPTED	REJECTED
1	115110294	115111686	1	Yes	no	73	22	Type_I_Transposons/SINE,LTRs	no	1393	REJECTED	REJECTED
5	21278684	21329565	-1	Yes	no	73	0	LTRs	no	50882	ACCEPTED	REJECTED
3	102673136	102673402	1	Yes	no	74	4	No_overlap	no	267	ACCEPTED	ACCEPTED
8	2023571	2030682	1	No	no	74	8	No_overlap	no	7112	ACCEPTED	ACCEPTED
14	21681204	21711111	-1	Yes	no	74	0	Type_I_Transposons/SINE,LTRs	no	29908	REJECTED	REJECTED
1	111991474	111996426	1	Yes	no	74	5	No_overlap	no	4953	ACCEPTED	ACCEPTED
11	3226183	3226315	1	Yes	yes	74	0	No_overlap	no	133	ACCEPTED	REJECTED
6	99425899	99498961	1	Yes	no	74	6	Type_I_Transposons/SINE	no	73063	REJECTED	REJECTED
14	38763046	38838454	-1	Yes	no	74	0	No_overlap	no	75409	ACCEPTED	REJECTED
5	70197391	70199572	-1	Yes	no	74	0	Type_I_Transposons/SINE	no	2182	REJECTED	REJECTED
2	19228568	19228642	-1	Yes	no	74	6	No_overlap	no	75	ACCEPTED	ACCEPTED
4	189429404	189432315	-1	Yes	no	74	0	No_overlap	no	2912	ACCEPTED	REJECTED
16	56144013	56185948	-1	Yes	no	75	0	No_overlap	no	41936	ACCEPTED	REJECTED
5	88673029	88686316	-1	Yes	no	75	3	No_overlap	no	13288	ACCEPTED	ACCEPTED
1	148011668	148024529	1	Yes	no	75	0	No_overlap	yes	12862	REJECTED	REJECTED
2	236782368	236804204	1	Yes	no	75	0	Type_I_Transposons/SINE	no	21837	REJECTED	REJECTED
5	33245057	33283710	1	Yes	no	75	0	Type_I_Transposons/SINE	no	38654	REJECTED	REJECTED
16	31803376	31809118	1	Yes	no	75	0	Type_I_Transposons/SINE	no	5743	REJECTED	REJECTED
11	38663984	38676113	1	Yes	no	75	0	No_overlap	no	12130	ACCEPTED	REJECTED
12	65729280	65826842	-1	Yes	no	75	0	No_overlap	no	97563	ACCEPTED	REJECTED
8	102683755	102687034	1	Yes	no	75	0	No_overlap	no	3280	ACCEPTED	REJECTED
3	119917009	119932521	1	Yes	no	75	5	No_overlap	no	15513	ACCEPTED	ACCEPTED
8	92410392	92411037	1	Yes	no	76	3	No_overlap	yes	646	REJECTED	REJECTED
4	3964061	3999113	1	Yes	no	76	0	LTRs	no	35053	ACCEPTED	REJECTED
10	26578903	26579166	-1	Yes	no	76	2	No_overlap	no	264	ACCEPTED	ACCEPTED
10	47138157	47139544	1	Yes	no	76	0	LTRs	no	1388	ACCEPTED	REJECTED
2	58284326	58293688	1	Yes	no	76	0	No_overlap	no	9363	ACCEPTED	REJECTED
9	105850643	105855003	-1	Yes	no	76	5	No_overlap	yes	4361	REJECTED	REJECTED
4	41753656	41754449	1	Yes	no	76	2	No_overlap	no	794	ACCEPTED	ACCEPTED
3	41024724	41029418	-1	Yes	no	76	3	LTRs	no	4695	ACCEPTED	ACCEPTED
22	49359444	49363725	-1	Yes	no	76	0	No_overlap	no	4282	REJECTED	REJECTED
11	9759377	9790868	1	Yes	no	76	0	No_overlap	no	31492	ACCEPTED	REJECTED
21	34202369	34202531	1	Yes	no	77	0	No_overlap	no	163	ACCEPTED	REJECTED
18	56102610	56102690	-1	Yes	no	77	0	No_overlap	no	81	ACCEPTED	REJECTED
9	79836088	79842020	1	Yes	no	77	0	Type_I_Transposons/LINE	no	5933	ACCEPTED	REJECTED
6	41369522	41371460	-1	Yes	no	77	0	No_overlap	no	1939	ACCEPTED	REJECTED
14	19223097	19226706	-1	Yes	no	77	0	LTRs	no	3610	ACCEPTED	REJECTED
15	101744666	101745803	-1	Yes	no	77	0	No_overlap	no	1138	ACCEPTED	REJECTED
5	10552907	10555189	1	Yes	no	77	0	No_overlap	no	2283	ACCEPTED	REJECTED
17	44176095	44181622	-1	No	no	77	0	Type_I_Transposons/SINE	no	5528	REJECTED	REJECTED
6	133768928	133845873	-1	Yes	no	77	0	No_overlap	no	76946	ACCEPTED	REJECTED
6	133723311	133768830	-1	Yes	no	77	0	Type_I_Transposons/LINE	no	45520	ACCEPTED	REJECTED
17	22264323	22268525	-1	Yes	no	78	0	Tandem_repeats,Satellite_repeats	no	4203	REJECTED	REJECTED
4	111807709	111808566	1	Yes	no	78	0	No_overlap	yes	858	REJECTED	REJECTED
4	108263458	108266296	1	Yes	no	78	0	Type_I_Transposons/LINE	no	2839	ACCEPTED	REJECTED
13	47219075	47270180	1	Yes	no	78	5	Type_I_Transposons/LINE	no	51106	ACCEPTED	ACCEPTED
14	98223539	98235572	1	Yes	no	78	3	No_overlap	no	12034	ACCEPTED	ACCEPTED
X	131219474	131375386	1	No	no	78	24	Type_I_Transposons/LINE	no	155913	ACCEPTED	ACCEPTED
15	22456053	22459502	-1	Yes	no	78	0	Type_I_Transposons/LINE	no	3450	ACCEPTED	REJECTED
6	68630651	68634769	-1	Yes	no	78	0	No_overlap	no	4119	ACCEPTED	REJECTED
9	17555277	17556245	-1	Yes	no	78	0	No_overlap	no	969	REJECTED	REJECTED
15	72633407	72636800	-1	Yes	no	78	0	LTRs	no	3394	REJECTED	REJECTED
1	44033686	44035254	-1	Yes	no	79	0	Type_I_Transposons/LINE	no	1569	ACCEPTED	REJECTED
17	77527845	77534475	1	Yes	no	79	12	LTRs	no	6631	ACCEPTED	ACCEPTED
16	66295631	66295730	-1	Yes	no	79	4	No_overlap	no	100	ACCEPTED	ACCEPTED
17	28467982	28468160	1	No	no	79	0	No_overlap	no	179	ACCEPTED	REJECTED
9	63678732	63679982	-1	Yes	no	79	19	No_overlap	no	1251	ACCEPTED	ACCEPTED
19	42837451	42853948	-1	Yes	no	79	3	LTRs	no	16498	ACCEPTED	ACCEPTED
2	74779163	74779656	1	Yes	no	79	0	Type_I_Transposons/SINE	no	494	REJECTED	REJECTED
3	32613847	32625452	-1	Yes	no	79	0	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	11606	REJECTED	REJECTED
14	59188069	59188243	1	Yes	no	79	4	No_overlap	no	175	ACCEPTED	ACCEPTED
4	1038086	1051214	1	Yes	no	79	2	No_overlap	no	13129	ACCEPTED	ACCEPTED
14	27816098	27816228	1	Yes	no	80	5	No_overlap	no	131	ACCEPTED	ACCEPTED
13	94703759	94708350	-1	Yes	no	80	0	No_overlap	no	4592	ACCEPTED	REJECTED
21	9072388	9127488	-1	Yes	no	80	318	No_overlap	no	55101	ACCEPTED	ACCEPTED
17	39009703	39009803	-1	Yes	no	80	14	No_overlap	no	101	ACCEPTED	ACCEPTED
16	176781	177386	-1	No	no	80	0	No_overlap	yes	606	REJECTED	REJECTED
10	36706467	36710386	-1	Yes	no	80	13	LTRs	no	3920	ACCEPTED	ACCEPTED
3	114206239	114214309	1	Yes	no	80	3	No_overlap	no	8071	ACCEPTED	ACCEPTED
15	97219284	97411191	1	Yes	no	80	0	Type_I_Transposons/SINE	no	191908	REJECTED	REJECTED
19	19761416	19762537	-1	No	no	80	0	LTRs	no	1122	ACCEPTED	REJECTED
16	35392479	35392581	-1	Yes	no	80	3	No_overlap	no	103	ACCEPTED	ACCEPTED
7	46434411	46454342	1	Yes	no	81	0	LTRs	no	19932	ACCEPTED	REJECTED
2	87575496	87575737	-1	Yes	no	81	2	No_overlap	no	242	ACCEPTED	ACCEPTED
4	102577491	102577612	-1	Yes	no	81	0	No_overlap	no	122	ACCEPTED	REJECTED
9	64457852	64465489	1	Yes	no	81	0	LTRs	no	7638	ACCEPTED	REJECTED
7	25655657	25657959	-1	Yes	no	81	3	No_overlap	no	2303	ACCEPTED	ACCEPTED
13	112656289	112656845	1	Yes	no	81	7	Type_I_Transposons/LINE	no	557	ACCEPTED	ACCEPTED
18	29921287	29921663	-1	Yes	no	81	0	No_overlap	no	377	ACCEPTED	REJECTED
20	50238715	50247393	-1	Yes	no	81	0	Type_I_Transposons/SINE	no	8679	REJECTED	REJECTED
1	28578681	28579682	-1	Yes	no	81	10	No_overlap	no	1002	ACCEPTED	ACCEPTED
14	74979624	74980889	-1	Yes	no	81	8	No_overlap	no	1266	REJECTED	REJECTED
1	203873568	203932165	1	Yes	no	82	24	No_overlap	yes	58598	REJECTED	REJECTED
16	2334387	2334535	1	Yes	no	82	0	Type_I_Transposons/SINE	no	149	REJECTED	REJECTED
6	19527880	19534886	-1	Yes	no	82	0	No_overlap	no	7007	ACCEPTED	REJECTED
21	7615325	7615424	1	Yes	no	82	0	No_overlap	no	100	ACCEPTED	REJECTED
2	151134770	151180544	-1	Yes	no	82	2	Type_I_Transposons/SINE	no	45775	REJECTED	REJECTED
8	62009107	62012265	-1	Yes	no	82	0	Type_I_Transposons/SINE	no	3159	REJECTED	REJECTED
9	17902265	17905786	-1	Yes	no	82	0	Type_I_Transposons/LINE	no	3522	ACCEPTED	REJECTED
10	3637960	3638202	-1	Yes	no	82	0	No_overlap	no	243	ACCEPTED	REJECTED
1	8200582	8202659	1	Yes	no	82	5	No_overlap	no	2078	ACCEPTED	ACCEPTED
1	2633272	2633713	1	Yes	no	82	0	No_overlap	no	442	ACCEPTED	REJECTED
4	184584967	184624738	-1	Yes	no	83	0	Type_I_Transposons/SINE,Tandem_repeats	no	39772	REJECTED	REJECTED
17	57212264	57212991	-1	Yes	no	83	0	No_overlap	no	728	ACCEPTED	REJECTED
1	144564341	144567810	-1	Yes	no	83	0	LTRs	no	3470	ACCEPTED	REJECTED
1	108126879	108154106	1	Yes	no	83	0	No_overlap	no	27228	ACCEPTED	REJECTED
10	88065640	88080478	-1	Yes	no	83	0	No_overlap	no	14839	ACCEPTED	REJECTED
11	119094611	119094818	1	Yes	no	83	0	No_overlap	yes	208	REJECTED	REJECTED
7	64889561	64889940	-1	Yes	no	83	13	No_overlap	yes	380	REJECTED	REJECTED
3	552867	553957	1	Yes	no	83	0	LTRs	no	1091	ACCEPTED	REJECTED
3	134313771	134326720	1	Yes	no	83	0	No_overlap	no	12950	REJECTED	REJECTED
19	36128359	36140378	-1	Yes	no	83	0	No_overlap	yes	12020	REJECTED	REJECTED
